name;id
tumor_111.tif;1JN20kzZDXh0jXTCtMEyhOUp1Bad1PMuc
tumor_110.tif;11ahbo_WsMFPu8s0R7ykNlrfmPjERlcoW
tumor_109.tif;1utkvcF_yLIE5oN7u__NCWdaqY3lBw313
tumor_108.tif;14Okuzi9NfpPyrKH_PYgJCyg4ZJ_kLTR-
tumor_107.tif;1KU4WZll1RgzxfMvSneCLKhVwvnt4Af7l
tumor_106.tif;1sWuykcBGWn02r5AktdjBFjudZtC-8xDf
tumor_105.tif;1w0bcS3JSL0dFgRBHGW6CPsPz3pszT4S-
tumor_104.tif;1H3GDE8BymF5JDU5UPszyvml9_3iTZ_M0
tumor_103.tif;1UF4niKlUTKSxoKemTPcT5OgTEwonZIWL
tumor_102.tif;1luXYpVVt5ME-OWMVmKhYNwSmO2P5K4CD
tumor_101.tif;1VaZtnowfxucO_YaRxJjt0yIEfhEk98Zn
tumor_100.tif;14FQgoZl18_5fU2Br05r_QBevB0iam3Tq
tumor_099.tif;1-z0NZlOckueJ4exsvKF9voPytBdU-3gZ
tumor_098.tif;1LosL_n50q1htmwtHoJk5VpCsOcPu_J6B
tumor_097.tif;1yMQsgVWFOrCZT-_hDo3tGIRue_9xoK4q
tumor_096.tif;1k-tCq59Vr4i_M3urL46shTB0swFl93WP
tumor_095.tif;1gbt9Be3C0bdAzawD8KgjjRGP4UTnOHiQ
tumor_094.tif;1BmKilrpzzO51Ja_MuF5FrXqpszNQ8HIG
tumor_093.tif;1NSYQPvnMKtrql_D4pgx1KsuKCgjbOejQ
tumor_092.tif;1x_2aXh7oFhosz7k9RuThyyMjIGxKti1a
tumor_091.tif;17EyDvGdGTnibVqt2oAv5LYwT3ZuvejLs
tumor_090.tif;1VDyuQLRLhUTJgMr7cuz_uNid2c9LmEb1
tumor_089.tif;1zA7Zw9Gr_I0BzfQW66fKKgIpAFFm7HjR
tumor_088.tif;1NMPnbmzpYxDwAIPRjhnbcZhUxYRqD8wB
tumor_087.tif;1DJnBtiIoY1Rmo8cVZ09M_lYfppVJjFoW
tumor_086.tif;10TnHZflhfQEuNswoEu5xQpC60tKQv_pH
tumor_085.tif;1-ZF3lttMH5Ro7GRXaMbVR7elXIKNU45m
tumor_084.tif;184BeeMV3KsRN1xh5w1GLV9C54goKOg5m
tumor_083.tif;18OAekXaDVUz05U-LZKXO3-lk9E689CV1
tumor_082.tif;10n5A2cNso2a09eWsb69pxNfAltyLbjRk
tumor_081.tif;1fwJGozdAMP215pmmU0FuX4C8C2xVuS1V
tumor_080.tif;1DyzPhkUXz4x3x7uHeBsphajzbsduadNI
tumor_079.tif;1RoblPK8PIvr-MKQWgeyiaqkdwrC_tdM9
tumor_078.tif;1zxfMx70DhJi4Bt935uUF9Ku5TYtyhTiA
tumor_077.tif;1xzEGW8FCXyDHG9MfjZQLRfgnP1aE-S6k
tumor_076.tif;1gCKmJCX987FZM6_xRLwLnLQl18aJaHfs
tumor_075.tif;1hDImXKF_9EKX7qKYoATTgE0pIscU_MGc
tumor_074.tif;1JstAT4O5oyC97emqvc48cKdRNXKKtUb7
tumor_073.tif;1-jzLpbmIdTEn6qO8MLy3cXp6w7gG4jBc
tumor_072.tif;1JZnM2pxYGWx4lvr9awI-V2DwNgNDUHI7
tumor_071.tif;1p1NJezJxjH7WQV8wmufQKTS-_oGeKRId
tumor_070.tif;1uuoALcxhqSiGUn58nTg2v7cZw-FosjL6
tumor_069.tif;1TFWsv74JLKls0en2_XiB6dzs86E8XSLO
tumor_068.tif;1E586X0GR52H1yE6gcFg6bYt1ftNh2nMs
tumor_067.tif;1dU_7TkhNoQf1cvkzUL3AcOj4a1w9CHYQ
tumor_066.tif;19ZLMo9FKPhwAJ3ak8lfb32dzFxNsEZNq
tumor_065.tif;1TB9Jcx-gHt2_yCxfBTh8WmDIaK4UzDEV
tumor_064.tif;1wB3mCfhoinBIiTn7ZlTy6mYLvkk0pZmJ
tumor_063.tif;1s-a06TkqhYxt145uLHe3B3JegWN--8VA
tumor_062.tif;1CXOstHU7AtDOoFNLo3KVtG3XZ97UciNt
tumor_061.tif;1v0-IK2MU4hqlYP2arNArJAiGGOYstHHN
tumor_060.tif;1kG_Tr0ZM5JIkvqs8opIV1fJzx_rzB5UI
tumor_059.tif;1NMXN01fJ6uZnUELaMl5V2f0wlE2wloQ8
tumor_058.tif;1M5d5m77lwFlIKE1JGsD6PwzuK-RBZ7GE
tumor_057.tif;1SOPnjthO7WEBwqQWYl00rXSNH6a1N9KF
tumor_056.tif;1huCbyg1De2A3p8b3jVqoPX0J8BIZ_xCV
tumor_055.tif;1iRHfJfwG8eJIPlHNTPcXLC8cfsL34a0t
tumor_054.tif;1z-F3paL9mwpBBNr3YTfvTs3fITS_TXZ5
tumor_053.tif;1Z_W-D9wY0Ya_3KIqIv_OlqkRQ7Wmgxcj
tumor_052.tif;18uXB-bAE0BW1UwJhi_iegkvBmR8JsO1g
tumor_051.tif;1kle4peuGY5IWhrdYwGliDC6q6wgD6kMw
tumor_050.tif;1IhSm7X7dqgEZm-SzM4-uYIa-MTDRYKba
tumor_049.tif;1YVI6G4UpTruGFG7lt9W2gz3SNZfcZtQs
tumor_048.tif;1YFs5Mr1WP5IV875qxAnBORZ5LL60l2aW
tumor_047.tif;1m7_cuZ1hhmtBOqGitFG1_kOkaJ5zALxz
tumor_046.tif;1ft4UZa37haHpKsImWS4FsO5Gxb6KpDAP
tumor_045.tif;1i8L5TenkvklCdc5GdyDTa8eDp7CtRuQY
tumor_044.tif;1kEmhZkDLJ2fSDjLe6Kb6OjgYtZOwkb9k
tumor_043.tif;1OX9ntNlAfmG593gC-6mCj7aIOuesRTGF
tumor_042.tif;1MqpjAjVBpoXEKzZvcWcLZ37v3JOH_c6R
tumor_041.tif;1uyH2RPOZB0dnbtNU8g9QMk1xuKXJSSuz
tumor_040.tif;1JLHlB8z0UfRG6SwCwhGKp29mNB8rnqCw
tumor_039.tif;1hodxdFgoYe-1AomZSZqo7PA3cWskS7q0
tumor_038.tif;10-xlK2caH9vX2XdeIbeim0ICX2YsNNLW
tumor_037.tif;1bZcKCcrwuBmNlr7SobG2K6_R41BQZe8u
tumor_036.tif;16SfzI0VpZ5addb7t48F83IG_6jN_P0Cs
tumor_035.tif;1su47IFODCkFzwldIZlfACvlNU2MVxYy2
tumor_034.tif;10511oqwXrwDBPzcUbDzYNfb9-pJo31Up
tumor_033.tif;13R9BXVstsGrTJQUTOlPr4i4yRfmsbZzv
tumor_032.tif;1oPSh--S24l71BAQK7hh7u-norc8PdIeX
tumor_031.tif;1F-UTvJiJEzdxPK4d0jyn2ReKv8_xCrui
tumor_030.tif;1UB61hnCiO2DYmybyCBlWF6bmzm_R5-c0
tumor_029.tif;1K0UNmkNNYguXxXStpst9hRqZPzS4rt7T
tumor_028.tif;1InjoXQoVkRmqMESPRXfcx1_Sspv0M-6N
tumor_027.tif;19O2zPJZ2v_xX10poqqCn1Bc9FhCVg20n
tumor_026.tif;1kBkgROYLC7k4qma10gO-rQ3szzCSf9Rl
tumor_025.tif;1rqGdFUd77stvhiw0y9PWvOkMqEyecfTW
tumor_024.tif;15LlPatsnRuV8ExEO7p-O4sHBKnVvU5_l
tumor_023.tif;1S7IWc8FKZBLKJcJpDxnPTApzuMFAmmli
tumor_022.tif;1rKNso8CN5aEZU6L3i_E7d1JZO5Z4epbS
tumor_021.tif;1HJFtXTSD-VXVVdKqUEhPfNUVZo0jQOTD
tumor_020.tif;1cotwyUaO_BbY9ipi9UeyjiI7AfowjMRl
tumor_019.tif;18oKaSQsX4QPLFKg2c-BE17dsvLk9Aen1
tumor_018.tif;1XrGKizCIH06vgVF2aQZdbp9r3Wtgueq-
